,Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor,Start time,End time,Day,Building
1578,MATH,115,46408,Preparation for Calculus,2,13,1,6,39,6,2,21,4,4,10,1,11,2,2.38,"Hoffmeister, April M",780.0,830.0,MW,Psychology Building
1579,MATH,124,41627,Finite Mathematics,3,3,6,4,2,5,2,2,0,0,0,1,0,0,3.14,"Reddy, Alison",600.0,650.0,TR,Illini Hall
1580,MATH,124,56030,Finite Mathematics,5,9,2,2,3,0,1,1,0,0,0,1,0,0,3.5,"Uyanik, Caglar",660.0,710.0,TR,Illini Hall
1581,MATH,124,37553,Finite Mathematics,4,3,8,0,1,1,1,1,4,0,1,0,1,0,3.0,"Lanius, Melinda D",1440.0,1490.0,TR,Illini Hall
1582,MATH,124,37556,Finite Mathematics,3,10,4,3,0,2,1,0,2,0,0,0,0,0,3.51,"Lanius, Melinda D",780.0,830.0,TR,Illini Hall
1583,MATH,124,56031,Finite Mathematics,2,6,3,5,2,1,1,0,1,0,0,0,0,0,3.44,"Wolbert, Seth P",840.0,890.0,TR,Illini Hall
1584,MATH,124,64943,Finite Mathematics,6,4,4,2,3,1,2,0,1,0,1,0,0,0,3.35,"Uyanik, Caglar",900.0,1010.0,MW,Transportation Building
1585,MATH,181,46845,A Mathematical World,7,9,3,1,2,3,1,0,0,0,0,0,0,0,3.64,"Delcourt, Michelle J",840.0,890.0,MW,Altgeld Hall
1586,MATH,210,37826,Theory of Interest,3,17,4,8,9,6,4,13,4,1,8,0,2,1,2.73,"Mortensen, Karen P",660.0,1460.0,MW,Gregory Hall
1587,MATH,213,37828,Basic Discrete Mathematics,1,2,1,2,2,5,1,2,4,2,0,1,2,1,2.32,"Kim, Sun",540.0,590.0,MW,Henry Administration Bldg
1588,MATH,213,37829,Basic Discrete Mathematics,2,2,3,2,1,2,5,3,2,0,0,4,1,0,2.43,"Kim, Sun",1440.0,1490.0,MW,Altgeld Hall
1589,MATH,220,58600,Calculus,3,15,11,7,26,14,10,32,12,9,10,5,23,5,2.17,"Murphy, Robert F",660.0,710.0,MW,Materials Science & Eng Bld
1590,MATH,220,37538,Calculus,2,18,8,7,28,17,12,32,14,4,17,3,24,4,2.16,"Murphy, Robert F",780.0,830.0,MW,Altgeld Hall
1591,MATH,220,48791,Calculus,11,6,7,9,21,6,19,12,4,3,5,14,11,6,2.31,"Folwaczny, Lena C",900.0,950.0,MW,Altgeld Hall
1592,MATH,220,63373,Calculus,2,0,12,12,13,11,4,12,3,1,6,1,6,2,2.49,"Rapti, Zoi",1440.0,1490.0,MW,Noyes Laboratory
1593,MATH,225,37833,Introductory Matrix Theory,6,40,14,14,44,9,7,20,3,2,6,2,4,1,2.98,"Ivanov, Sergei V",660.0,710.0,TR,Altgeld Hall
1594,MATH,225,37841,Introductory Matrix Theory,10,25,10,8,30,4,9,15,6,3,6,1,2,2,2.91,"Ivanov, Sergei V",840.0,890.0,TR,Mumford Hall
1595,MATH,231,46026,Calculus II,4,44,23,23,36,28,17,24,11,7,9,0,9,2,2.81,"Schenck, Henry K",780.0,830.0,TR,Altgeld Hall
1596,MATH,231,46038,Calculus II,7,26,17,13,35,17,16,20,6,14,3,0,10,0,2.7,"Wyser, Benjamin J",840.0,890.0,TR,Altgeld Hall
1597,MATH,231,46046,Calculus II,7,26,7,14,22,18,19,19,13,9,12,0,11,1,2.52,"Guzman, Rosemary K",900.0,950.0,TR,Altgeld Hall
1598,MATH,231,51775,Calculus II,8,35,16,21,33,18,16,27,15,12,5,0,10,2,2.71,"Wyser, Benjamin J",1440.0,1490.0,TR,Altgeld Hall
1599,MATH,231,49489,Calculus II,11,31,17,24,32,15,13,24,13,8,6,0,4,3,2.84,"Leininger, Christopher J",660.0,710.0,TR,Materials Science & Eng Bld
1600,MATH,231,46049,Calculus II,1,4,3,0,5,2,0,6,1,0,2,0,0,0,2.79,"Longfield, Stephen J",600.0,650.0,MW,Allen Residence Hall
1601,MATH,234,54395,Calculus for Business I,2,10,18,16,30,29,26,20,8,13,11,13,16,2,2.29,"Xu, Samantha",840.0,890.0,MW,Loomis Laboratory
1602,MATH,234,37792,Calculus for Business I,5,5,6,9,27,27,21,19,14,16,17,7,7,1,2.21,"Xu, Samantha",600.0,650.0,MW,Gregory Hall
1603,MATH,234,37793,Calculus for Business I,7,12,11,14,32,27,27,16,16,17,10,8,14,2,2.33,"Folwaczny, Lena C",780.0,830.0,MW,Materials Science & Eng Bld
1604,MATH,241,46060,Calculus III,15,16,15,8,25,15,11,27,8,11,10,1,15,2,2.48,"Anema, Jason A",540.0,590.0,MW,Wohlers Hall
1605,MATH,241,46067,Calculus III,8,35,20,19,48,17,22,25,19,9,8,2,7,1,2.73,"Anema, Jason A",600.0,650.0,MW,Wohlers Hall
1606,MATH,241,55921,Calculus III,8,18,16,18,54,24,38,30,19,12,9,2,17,3,2.47,"Bell, Mark C",1440.0,1490.0,MW,Noyes Laboratory
1607,MATH,241,46074,Calculus III,10,17,17,17,39,11,18,21,18,17,5,4,12,3,2.51,"Bell, Mark C",840.0,890.0,MW,Altgeld Hall
1608,MATH,241,47216,Calculus III,1,7,4,9,1,0,1,2,0,0,0,0,0,0,3.44,"Gultepe, Funda",840.0,890.0,MT,Henry Administration Bldg
1609,MATH,285,48595,Intro Differential Equations,22,89,0,23,15,15,8,5,3,1,1,1,5,3,3.42,"Manfroi, Aldo J",540.0,590.0,MW,Library
1610,MATH,285,48596,Intro Differential Equations,14,81,0,14,26,20,12,5,2,4,6,2,7,1,3.17,"Manfroi, Aldo J",600.0,650.0,MW,Library
1611,MATH,285,58012,Intro Differential Equations,19,22,24,15,16,13,5,13,3,1,1,3,4,1,3.11,"Oikhberg, Timur",780.0,830.0,MW,Library
1612,MATH,285,48599,Intro Differential Equations,11,93,0,17,24,16,12,6,2,8,3,0,5,1,3.27,"Manfroi, Aldo J",840.0,890.0,MW,Library
1613,MATH,286,60851,Intro to Differential Eq Plus,18,20,22,31,28,23,16,15,16,5,5,2,3,1,2.88,"Bronski, Jared C",540.0,590.0,MT,Gregory Hall
1614,MATH,286,58598,Intro to Differential Eq Plus,4,16,12,10,12,10,11,10,7,2,0,0,1,0,2.95,"Tyson, Jeremy",660.0,710.0,MT,Transportation Building
1615,MATH,347,64976,Fundamental Mathematics,2,6,8,5,2,2,2,2,0,1,0,0,0,0,3.31,"Xiao, Ming",540.0,590.0,MW,Henry Administration Bldg
1616,MATH,347,37894,Fundamental Mathematics,4,3,4,4,4,5,3,1,0,1,0,0,0,0,3.16,"Xiao, Ming",600.0,650.0,MW,Altgeld Hall
1617,MATH,347,64461,Fundamental Mathematics,2,8,1,2,5,2,0,3,0,1,1,0,0,1,3.16,"Walsberg, Erik D",780.0,830.0,MW,Altgeld Hall
1618,MATH,347,37896,Fundamental Mathematics,1,6,5,4,2,3,3,1,0,1,0,0,0,1,3.23,"Kutzarova-Ford, Denka N",840.0,890.0,MW,Altgeld Hall
1619,MATH,347,37898,Fundamental Mathematics,7,6,4,1,3,2,1,1,2,0,0,0,0,0,3.41,"Haboush, William J",900.0,950.0,MW,Altgeld Hall
1620,MATH,347,37897,Fundamental Mathematics,2,10,0,3,7,1,1,1,1,0,1,0,1,0,3.17,"Walsberg, Erik D",1440.0,1490.0,MW,Altgeld Hall
1621,MATH,347,37893,Fundamental Mathematics,4,8,6,6,4,1,1,0,0,0,0,0,0,0,3.57,"Yong, Alexander N",1440.0,1490.0,MW,Illini Hall
1622,MATH,402,37929,Non Euclidean Geometry,8,11,1,1,3,1,0,0,0,0,0,0,0,0,3.79,"Zhang, Xin",840.0,890.0,MW,Altgeld Hall
1623,MATH,410,50884,Lin Algebra & Financial Apps,11,11,12,5,8,5,2,1,1,0,1,0,0,0,3.43,"Nikolaev, Igor G",780.0,830.0,MW,Mechanical Engineering Bldg
1624,MATH,412,37937,Graph Theory,14,3,7,3,6,4,4,3,1,0,2,0,0,1,3.22,"Kostochka, Alexandr V",600.0,650.0,MW,Altgeld Hall
1625,MATH,412,37940,Graph Theory,5,3,9,8,5,13,2,1,4,0,2,1,1,0,2.91,"Kostochka, Alexandr V",1440.0,1490.0,MW,Altgeld Hall
1626,MATH,413,37943,Intro to Combinatorics,0,12,8,4,16,0,2,2,1,0,0,0,1,0,3.24,"Li, Xiaochun",600.0,650.0,MW,English Building
1627,MATH,414,37954,Mathematical Logic,1,4,3,4,5,2,1,3,3,0,2,0,0,0,2.86,"Van Den Dries, Lou",600.0,650.0,MW,Henry Administration Bldg
1628,MATH,415,61542,Applied Linear Algebra,17,22,21,31,24,22,23,16,8,7,5,3,7,6,2.83,"Bergvelt, Maarten J",600.0,650.0,MW,Altgeld Hall
